userid,username,headline,skill
14184,Genevieve B. Orr,"Usher Job in Mc Lean
","Modeling,Programming,Project Manager,Data Storage,Pharma or Biotech,CONTROL,Foundation,Systems,AI,GIT,Design Patterns"
14185,Shawnna Vandemortel,"Usher Job in Mc Lean
","Algorithms,Informatica Admin,Developer,HTTP,Django,Bootstrap,ADA,Info Sec"
14186,Xinyun Chen,"Usher Job in Mc Lean
","System Testing,Spring,network monitoring,deployment,Optimization,Web Design,AI,Quality Assurance,Rational,VB,Flask,Network,Web services,CSS3,Unifier"
14187,Sandie Shonerd,"Promotional Sales Representative Job in Orlando
","AUDIT,Mainframe,pharma"
14188,Awilda Guareno,"Promotional Sales Representative Job in Orlando
","Solr,OSS,Data Storage,SaaS solution Coupa,Microsoft Access"
14189,Devona Reimer,"SDS - Linux Administrator Job in Elk Grove
","Testing,Project Management,Computer Organisation,DynamoDB,Websites,JSP,Processor Design"
14190,Carri Nemecek,"SDS - Linux Administrator Job in Elk Grove
","MVC,Excel,Computer Networks,HTML5,Operations Analysis,CISM,Data Mining,BUILD RELEASE ENGINEER"
14191,Rona Stelzer,"SDS - Linux Administrator Job in Elk Grove
","Solr,Solaris,Data Structures,architectural design patterns,CONTINUOUS INTEGRATION,MS Project Stadard,Architect,Protocol Management,HTTP,Project Manager,Adobe Creative Cloud,System Software,Web Developer,System Software,FIX.FAST"
14192,Karoline Roucoulet,"SDS - Linux Administrator Job in Elk Grove
","IT,Raspberry Pi,Project coordinator,Keras,Optimization,Asset Management,REST API,AP,After Effects,Supervision,Spring,Rust,Applications"
14193,Ariana Geniesse,"SDS - Linux Administrator Job in Elk Grove
","Retail,ASP.NET,ARM,Struts,Retail,CONTINUOUS INTEGRATION,Process Engineering,AME,JCL,Mortgage/Equiting Lending"
14194,Tressa Hafele,"SDS - Linux Administrator Job in Elk Grove
","Design,Apache,Web services"
14195,Alesia Mellberg,"Diesel Generator Technician - Field Service Job in Sacramento
","NodeJS,Ruby"
14196,Deeanna Perrotti,"CNC Setup Machinist Lathe/Mill Job in Naples
","Release,preferably with Scala,OpenCV,Unix,JSF"
14197,Kenisha Carchidi,"CNC Setup Machinist Lathe/Mill Job in Naples
","Release,Application,Angular2,Rational,LabVIEW,especially C/C++,Business Analyst,Azure,Cisco UCS,Architect,Ruby"
14198,Davida Nollman,"CNC Setup Machinist Lathe/Mill Job in Naples
","DemPlanning,Wealth Management,Quality,Quality,Linux,FIX.FAST,Apache"
14199,Chantal Fils,"CNC Setup Machinist Lathe/Mill Job in Naples
","Hadoop,Telecommunications"
14200,Verna Berndsen,"DevOps Engineer
","DB2,Business Analytics,Brocade,AI,Computer Networks,ARM,selenium testing automation,Programming"
14201,Loise Punch,"Protective Services Security Officer - st Shift Job in Dallas
","VNF Manager,Algorithm Engineer,,InformationSecurity,Solr,CONTROL,Xcode,AUDIT,Web,VMware"
14202,Gigi Venditto,"Protective Services Security Officer - st Shift Job in Dallas
","Unifier,Testing,C/C++"
14203,Yousef Saad,"Protective Services Security Officer - st Shift Job in Dallas
","Communication,Generic Programming,Network Engineering,System Testing"
14204,Jed Rafala,"Protective Services Security Officer - st Shift Job in Dallas
","Angular,Business Intelligence"
14205,Lorrine Paullus,"Protective Services Security Officer - st Shift Job in Dallas
","OIM,CUSTOMER SUPPORT,After Effects"
14206,Mabel Kradel,"Protective Services Security Officer - st Shift Job in Dallas
","C,PERFORCE,Oracle,R,MS Office,AI,User Interface,Drug Development,Go,ARM,Database,Defect Management,Spotfire,Artificial Intelligence"
14207,Sparkle Saxe,"Aflac - Benefits Sales Consultant Job in Pelahatchie
","Django,System Engineering"
14208,Tolga Bolukbasi,"Director Operations - Utilization Review Job in Dallas
","BASH,Consumer Electronics Devices,Data Structures,Django,systems administration,Stored Procedures,Java/J2EE,SQL Reporting Services Suite,Optimization,Kinesis"
14209,Merlyn Herny,"Director Operations - Utilization Review Job in Dallas
","PowerPoint,movies,Operating Systems,ASP.NET,Java Java EE,Middleware,Computer Networks,Access,Wireless Communication,COMPLIANCE,visualization SQL,ADABAS,Hardware"
14210,Tijuana Villafranca,"Director Operations - Utilization Review Job in Dallas
","OSS,Storage Devices,QA Tester,Android,Development,C++,Prime Music streams,Tester,Metrics,movies,Avamar,Video"
14211,Ione Sigman,"Director Operations - Utilization Review Job in Dallas
","HBase,Recruiter"
14212,Neil Hanstine,"Director Operations - Utilization Review Job in Dallas
","selenium testing automation,Microsoft Access,Stored Procedures,SAS,PCI,especially C/C++,ASP.NET,mobile device,Network Security"
14213,Laurena Ackles,"Director Operations - Utilization Review Job in Dallas
","Programming,Data Analysis"
14214,Kum Kahahane,"Director Operations - Utilization Review Job in Dallas
","Network,Citrix,SQL Server,OSS,Full Time,Modeling,Microsoft Office,JENKINS,RESTful web services,applications development"
14215,Austin Demeglio,"Director Operations - Utilization Review Job in Dallas
","After Effects,visualization SQL,Project coordinator,staffing,staffing,Regulated Environment,Performance,Rational"
14216,Waneta Clucas,"Service Manager Job in Denver
","Open CV,NoSQL,DEVELOPMENT SUPPORT,HAHA,Optimization,Struts,Avamar,Sales Engineer,business development"
14217,Rosy Knee,"Service Manager Job in Denver
","synthesis modeling,Cryptocurrency,Bootstrap,Data Analytics"
14218,Iva Wunderlich,"Service Manager Job in Denver
","Telecom,Java,See job description,JQuery"
14219,E. Littmann,"Service Manager Job in Denver
","test design,AME,Informatica Admin,ARM,Project Management,NLP,Angular.JS,Map Reduce,HTTP"
14220,Pedro A. d. F. R. H?jen-S?rensen,"Service Manager Job in Denver
","Google,Asset Management,Workflow,Oracle R12 E-Business,Solaris,AR,JSF,Wireless,NLP,TDD"
14221,Ron Ballestero,"Service Manager Job in Denver
","WCF,Microsoft Office,Foundation,Angular JS,HBase,Re-engineering,Brocade,Oracle R12 E-Business,Security Risk Management,Rust,Access"
14222,Brynn Clift,"Service Manager Job in Denver
","network monitoring,Algorithms,Content Delivery Networks,CISA,SAP ERP,Go,Network Engineer"
14223,Jeannette Warnack,"Service Manager Job in Denver
","Access,Oracle R12 E-Business,CRM,XML,System Software,MVC,BASIC,Windows,Security,Informatica Admin,Security Risk Management,Test,Process Engineering"
14224,Horacio Kazanowski,"General Labor a-p) Job in Darien
","Web Developer,selenium testing automation,Europe Asia.,SARBANES OXLEY,Lifecycle,InformationSecurity"
14225,Peter Frazier,"General Labor a-p) Job in Darien
","Quality Assurance,Django,QA,PHP,Data Analytics,SAS,JSON,PMP,IT Policy Procedures,Agile,DL4J,OS x,Soap,Construction"
14226,Caridad Shelsy,"General Labor a-p) Job in Darien
","3D,Critical Thinking,AWS"
14227,Suellen Carlyle,"General Labor a-p) Job in Darien
","Angular.JS,Linux System Admin,Java Java EE,ASP,Redshift,WCF"
14228,Florentina Zens,"General Labor a-p) Job in Darien
","MongoDB,Operating Systems,C#,REST API,Full Time"
14229,Hirotaka Hachiya,"General Labor a-p) Job in Darien
","Machine Learning,MapsAPI,Supervision"
14230,Lucina Derman,"General Labor a-p) Job in Darien
","Test,Solr,Automated,Hadoop,Supply Chain,Supply Chain,biotech,Neural Networks,Telecommunications"
14231,Candyce Sincell,"Sales/Customer Service Job in Riverdale
","Audacity,Citrix,HBase,Communication,Access,VPN,Systems,Software Engineer,Cloud Computing"
14232,Mozelle Petrauskas,"Sales/Customer Service Job in Riverdale
","IT,intense curiosity,PowerPoint,movies,Redshift,IP Video Delivery,API"
14233,Nanette Salome,"Sales/Customer Service Job in Riverdale
","MS Project Stadard,Shell Script,movies,Process Engineering,movies"
14234,Agueda Rola,"Sales/Customer Service Job in Riverdale
","Consulting,ADA,incident response,Avamar,GIT,Algorithm Engineer,,Database Management,System,systems administration,HTML5,WCF,Sybase,Selenium,Retail,LabVIEW"
14235,Rick Shetrone,"Desktop Support Specialist Job in Asheville
","Angular,FIX.FAST,Python,OIM"
14236,Sheron Medill,"Retail Sales Advocate Cricket Wireless Job in Cincinnati
",".NET C#,Cloud Computing,Computer Science,Data Analysis,incident response,pharma,Business Requirements,JSON,Python"
14237,Valentin Taton,"SR. PRODUCT MANAGER Job in Raleigh
","BASH,AML,Kinesis,CISA,test design,Analytical,Java Architect,VNF Manager,Software Engineer,DemPlanning,UX,Workflow"
14238,Francene Llarenas,"SR. PRODUCT MANAGER Job in Raleigh
","SARBANES,Database Management,OOP,InformationSecurity,General Ledger,staffing,Business Requirements,Scheduling,Java Architect,ADABAS,Operations Analysis,preferably with Scala,ForeSee,BUILD RELEASE ENGINEER,Unifier"
14239,Jeffery Pauldo,"SR. PRODUCT MANAGER Job in Raleigh
","Contract Independent,Android,AngularJS,JCL,Augmented Reality,Buying,Visual Basic,Signals,Analytical Skills,Contract Independent,DEVELOPMENT SUPPORT,Computer Science,Avamar"
14240,Hao Wang,"SR. PRODUCT MANAGER Job in Raleigh
","SHELL,MIS a related IT field,visualization SQL,Perl,TCP/IP,Analysis,Application,Scripts"
14241,Rosenda Meiss,"SR. PRODUCT MANAGER Job in Raleigh
","REST API,Selenium,Critical Thinking,DB2,Oracle,SARBANES,Photoshop,Design,Angular.JS,TCP/IP,fashion,firmware,HTML5,Scientific Software,Info Sec"
14242,Yajaira Dewey,"Project Manager Job in Fort Worth
","Analytical Skills,Angular2,MS Excel,iOS,Web services,Angular JS,Exchange,Defect Management,Outlook,Stored Procedures,Developer,Web Developer,APL,IP Video Delivery"
14243,Clarita Althauser,"Project Manager Job in Fort Worth
","Bootstrap,Analytical,Operations,Development Manager,Angular,Keras,Change Management,Chef,Android Studio,build,deployment,CRM,Cobol,ASP.NET,CRM"
14244,Myrna Synnott,"Project Manager Job in Fort Worth
","Computer,C++,Spotfire,GIT,BASH"
14245,Filiberto Devilliers,"Executive Director - Home Health Operations Job in Stockbridge
","Project coordinator,System Engineering,HANA,SalesForce"
14246,Jamel Bracamonte,"Executive Director - Home Health Operations Job in Stockbridge
","Browzwear,Sales Engineer,Network Engineer,Manager,Retail,VBA,Cognos,SDLC,Development,HTTP,WebLogic"
14247,Joyce Mais,"Executive Director - Home Health Operations Job in Stockbridge
","Django,Modeling,Modeling,Middleware,Application Development,VBA,incident response,Contract Independent,Solaris,CONTINUOUS INTEGRATION,digital analytics,OOD,Ruby,BW reporting"
14248,Meggan Gouse,"Business Development/Salesperson Job in Atlanta
","Spotfire,Java,Optimization,Business Analyst"
14249,Alfonso Pizzuto,"Senior Analytics Lead - Dallas Job in Dallas
","CUSTOMER SUPPORT,ALM,Angular,System Engineering,reporting,ICMP,Computer,LabVIEW,FINANCE,Redshift,SAP ERP,Data Architecture"
14250,Cecil Fitting,"Senior Analytics Lead - Dallas Job in Dallas
","Re-engineering,Analytical Skills,Database Management,Express,BANKING,Data Structures,mobile device"
14251,Carlos Woolworth,"Senior Analytics Lead - Dallas Job in Dallas
","Microsoft Access,Hibernate,Gnuplot,Software Engineer,Avamar"
14252,Elly Cameli,"Senior Analytics Lead - Dallas Job in Dallas
","IT,Xcode,Buying,Pharma or Biotech,Projects,Pharma or Biotech,Architect,DEVELOPMENT SUPPORT,After Effects,Algorithm Engineer,,MS Office,develop,Brocade,.NET C#"
14253,Lamar Ricenberg,"Senior Software Engineer Job in San Diego
","Asset Management,WebLogic,concepts"
14254,Kelley Wedgeworth,"Quality Management Consultant - Neenah
","Database Administration,Big Data,VMAX,DynamoDB,TAD PGS,Visual Studio,Telecom,CISSP,Compiler Design,Rust,Application Development,Mortgage/Equiting Lending,DB2,C++,ARM"
14255,Denise Eshlerman,"Quality Management Consultant - Neenah
","VB.NET,Maya,Development,Retail,fashion,UX,Computer Science,Data Architecture,Consulting,Wealth Management,J2EE,Unity,UNIX/AIX"
14256,Tie-yan Liu,"Quality Management Consultant - Neenah
","Financial Services,QA Tester,IT,AI,Risk Management"
14257,Russ Mckeel,"Quality Management Consultant - Neenah
","network monitoring,develop"
14258,Melodie Kovatch,"Quality Management Consultant - Neenah
","Re-engineering,especially C/C++,Java/J2EE,Access,DynamoDB,Critical Thinking,ARM,CISA,C,Scripting knowledge,Selenium"
14259,Soila Clouden,"Traveling Superintendent- Multifamily Construction Job in Orlando
","UX,Telecommunications,Linux System Admin,System Testing"
14260,Ocie Narrow,"Traveling Superintendent- Multifamily Construction Job in Orlando
","Adobe Creative Cloud,Protocol Management,SOX,Node.js,ForeSee,QA,CRM,PCI,Telecom"
14261,Jack Mcelhinney,"Practice Administrator Job in Rome
","Pharma or Biotech,data driven development,business development,Development Manager,Mainframe,XML/XSL,Consulting,Rust,Business Analyst healthcare,Quality"
14262,Zhouhan Lin,"Practice Administrator Job in Rome
","biotech,JSP,network monitoring,staffing,CRM,Business Analyst,ADA,AI,Hibernate,Algorithms"
14263,Lynette Craver,"Practice Administrator Job in Rome
","Bash shell scripting,Networking,Map Reduce,Adobe,VB Script,Web,Redshift,catalogs,File Systems"
14264,John Skilling,"Mortgage Loan Officer Assistant Job in Knoxville
","Soap,reporting,C,Microsoft Office"
14265,Edwin Mankey,"Route Sales Service Drivers Job in Cincinnati
","Change Management,OOP,UX,Documentation,movies,Content Delivery Networks,InformationSecurity,Architect"
14266,George Hargitt,"Route Sales Service Drivers Job in Cincinnati
","TAD PGS,build,Network Management,Sales,Perl,iOS,Full Time,Prime Music streams,Hibernate,NLP"
14267,Eugenia Newes,"Route Sales Service Drivers Job in Cincinnati
","Desktop,AUDIT"
14268,Nelia Stade,"Route Sales Service Drivers Job in Cincinnati
","Communication,Bash shell scripting,Configuration Management,BASH,deployment,Buying"
14269,Lindsay Sughrue,"Route Sales Service Drivers Job in Cincinnati
","Quality Assurance,Hibernate,Hibernate,Hive,Critical Thinking,incident response,Selenium,MS Excel,OSS"
14270,Delinda Kipfer,"Route Sales Service Drivers Job in Cincinnati
","Cloud Computing,WebSphere,Operations,Quality Center,especially C/C++"
14271,Torbj?rn Eltoft,"Route Sales Service Drivers Job in Cincinnati
","Computer vision,Systems,pharma,Cisco,Cisco UCS,Python,Node.js,ADABAS,Hadoop,Manager"
14272,Maurine Felson,"International Logistics Coordinator Job in San Francisco
","Configuration Management,PyTorch,Web services,Chef"
14273,Brendon Krasnansky,"International Logistics Coordinator Job in San Francisco
","CSS3,SalesForce,C C++,Security,Hardware,Asset Management,Infrastructure,Websites,firmware,Desktop,Research,Linux,Change Management"
14274,Anirudh Goyal ALIAS PARTH GOYAL,"Senior Tax Manager / Tax Director Job in Reading
","Virtual Reality,MongoDB,Scripts,Test,AUDIT,Scientific Software,Browzwear,SalesForce,Java Architect,VMAX,NoSQL"
14275,Fernando Pereira,"Senior Tax Manager / Tax Director Job in Reading
","synthesis modeling,Shell Script"
14276,Cathrine Yorks,"Senior Tax Manager / Tax Director Job in Reading
","NLP,Network Security,Bootstrap,AP Technical Lead,Struts,Spring,Gnuplot,BASH,Android,Solaris,Networking,Ruby"
14277,Quinn Zima,"Senior Tax Manager / Tax Director Job in Reading
","Matlab,DynamoDB,Selenium,Data Architecture,Java,Cognos,Storage Devices,PyTorch,APL"
14278,Antony Horack,"Auto) Physical Damage Claim Senior Appraiser/Adjuster Job in Atlanta
","Manager,Lawson Supply Chain,Database Administration"
14279,Audria Kanda,"Dental Specialist Job in Riverton 
","SQL Reporting Services Suite,Redshift,Hibernate,Sales Engineer,Websites,AME,Outlook,Release,Hive"
14280,Terence Sanger,"Dental Specialist Job in Riverton 
","Bootstrap,JSF"
14281,Dov M. Gabbay,"Dental Specialist Job in Riverton 
","JCL,AngularJS,PowerPoint,AI,Windows 7,AR,Browzwear,Audacity,Audacity"
14282,Miles Stakkeland,"Dental Specialist Job in Riverton 
","Brocade,Computer vision,General Ledger,Pharma or Biotech"
14283,Earlie Barahona,"Dental Specialist Job in Riverton 
","VB,reporting,AngularJS,Asset Management,Hibernate,Network Management,Web services,pharma,Developer,Spotfire"
14284,Dalia Hawks,"Benefits Advisor Professional Job in Newark
","iOS,JSF"
14285,Dmitry Rinberg,"Senior Software Engineer Python) Job in Boston
","incident response,Augmented Reality,MS Project Stadard,Security,Recruiter,Neural Networks,Infrastructure"
14286,Mark Steyvers,"Senior Software Engineer Python) Job in Boston
","Machine Learning,Development,Generic Programming,iOS,Map Reduce,Keras,C C++,Citrix,biotech,Metrics,Storage Devices,Web services,Data Mining,CENTOS,Gnuplot"
14287,Sook Peffers,"Senior Software Engineer Python) Job in Boston
","JavaScript,Hibernate,Multithreading,XML/XSL,Primavera 6.0,Android,EIT,Financial Services,Contract W2,Avamar,Load/Performance Testing,OpenStack,shopping carts,Drug Development"
14288,Thomasine Niznik,"Senior Software Engineer Python) Job in Boston
","Web Design,C#"
14289,Shantay Etherington,"Senior Software Engineer Python) Job in Boston
","OIM,CISSP,Recruiter,SQL"
14290,Ralph Bourdoukan,"Senior Software Engineer Python) Job in Boston
","Informatica Admin,Oracle R12 E-Business,Data Mining,Solr,Program Manager,Info Sec,Artificial Intelligence,TDD,OIM,Workflow,VPN,data analysts,COMPLIANCE"
14291,Giacomo Bassetto,"Senior Software Engineer Python) Job in Boston
","Apache,APL"
14292,Jinny Duball,"Turnover Janitor Job in Seattle
","Web,Scrum,Spotfire,Adobe Creative Cloud,data analysts,3D,visualization SQL,Gnuplot,incident response,WebSphere,Management,payment gateways,Test,TFS,Web Server"
14293,Natacha Bumm,"Turnover Janitor Job in Seattle
","Research,Generic Programming,Processor Design"
14294,Serafina Maro,"Turnover Janitor Job in Seattle
","Lifecycle,Defect Management,WebSphere,Protocols,CISSP,Protocol Management,Theory of Computation,File Systems,SQLITE"
